"month","year","site_code","pCH4_uatm","CH4_uM","pCO2_uatm","CO2_uM","pN2O_uatm","N2O_uM"
5,2024,"LEWI",151.4550565,0.2722746975,2125.498032,95.620585685,0.4994778625,0.0169430305
6,2024,"LEWI",208.146226,0.3525560125,3230.0896225,134.89609005,0.6775332145,0.0211365105
7,2024,"LEWI",234.21418065,0.398359491,3033.5083935,125.17934115,0.599024696,0.018573811
8,2024,"LEWI",241.39906345,0.401810199,3372.272092,136.8057486,0.691626177,0.020859278
9,2024,"LEWI",64.29437146,0.117997112,1586.018748,73.34110848,0.453102482,0.015860095
10,2024,"LEWI",170.3713515,0.3267831405,2467.5387785,121.5196639,0.60814554,0.0227650555
11,2024,"LEWI",84.31742182,0.180514008,1580.896137,88.96758238,0.513415609,0.02243387
12,2024,"LEWI",279.47033825,0.585638602,2625.761717,148.96687135,0.658827014,0.029306606
1,2025,"LEWI",121.945546,0.279999677,2440.267964,148.93341355,0.626667995,0.0298565205
2,2025,"LEWI",76.829766745,0.162937048,1910.9210415,106.449013595,0.5363181725,0.023261885
3,2025,"LEWI",72.83292443,0.1455052675,2315.149547,115.35696475,0.60696287,0.02321364
4,2025,"LEWI",289.913451333333,0.541131824,3063.38490466667,144.576628766667,0.668852357666667,0.0243886286666667
5,2025,"LEWI",526.2010056,0.9645868095,3214.692613,148.5169383,0.5656788305,0.019765666
5,2017,"LIRO",232.52,0.525333333333333,932.333333333333,54.8333333333333,0.650666666666667,0.0296666666666667
6,2017,"LIRO",1295.93,2.22766666666667,1688,70.7333333333333,0.606666666666667,0.0183333333333333
7,2017,"LIRO",717.356666666667,1.091,2444,89.4666666666667,0.503333333333333,0.0133333333333333
8,2017,"LIRO",480.486666666667,0.814333333333333,2102.33333333333,86.7333333333333,0.650333333333333,0.02
10,2017,"LIRO",217.91,0.4178,1932,94.96,0.3068,0.0114
2,2018,"LIRO",16.31,0.042,2401,169.1,0.551,0.031
3,2018,"LIRO",7.11,0.018,3513,240.2,0.68,0.037
5,2018,"LIRO",187.53,0.3415,3593,162.8,1.1675,0.04
6,2018,"LIRO",808.51,1.364,1458,59.8,0.34,0.01
7,2018,"LIRO",350.33,0.529,1706,60.8,0.502,0.013
8,2018,"LIRO",746.86,1.171,920,34.4,0.327,0.009
9,2018,"LIRO",435.28,0.692,1313,50.1,0.639,0.018
10,2018,"LIRO",53.32,0.122,1852,111.9,0.882,0.041
11,2018,"LIRO",81.98,0.195,1442,91,0.547,0.027
1,2019,"LIRO",26.98,0.067,1522,101.6,0.669,0.035
2,2019,"LIRO",31.71,0.078,1305,85.9,0.428,0.022
3,2019,"LIRO",5.15,0.014,1415,102.4,0.178,0.01
4,2019,"LIRO",203.58,0.463,1993,119.3,0.388,0.018
5,2019,"LIRO",92.47,0.1915,2147,129.4,0.328,0.0145
6,2019,"LIRO",355.89,0.64,998,44.3,0.31,0.01
7,2019,"LIRO",4493.39,6.97,6598,243.3,0.8785,0.024
8,2019,"LIRO",825.93,1.231,1305,45.8,2.999,0.076
9,2019,"LIRO",243.85,0.436,1392.5,61.65,0.3275,0.011
10,2019,"LIRO",37.87,0.084,1520,87.4,0.403,0.018
11,2019,"LIRO",59.94,0.144,1136,72.6,0.328,0.016
1,2020,"LIRO",7.56,0.019,2800,194.7,0.476,0.026
2,2020,"LIRO",7.69,0.02,2825,198.9,0.49,0.027
3,2020,"LIRO",4.85,0.013,2980,218.2,0.612,0.036
6,2020,"LIRO",548.41,0.839,1427,51.7,0.909,0.024
8,2020,"LIRO",595.05,0.938,1225,46.2,0.752,0.021
9,2020,"LIRO",317.04,0.554,1460,62.7,0.592,0.019
2,2021,"LIRO",16.16357606,0.04249224,2691.89749,193.4434413,0.663326836,0.037889843
10,2021,"LIRO",1136.546026,2.348322601,1500.597725,79.52661865,0.766178537,0.031066368
11,2021,"LIRO",323.87818356,0.7041612525,1074.7837555,62.369088605,0.43025329,0.0192225105
2,2022,"LIRO",16.04763498,0.041492348,1615.672643,113.286118,0.344608245,0.019115011
3,2022,"LIRO",9.351416122,0.024193155,2660.345117,187.1407758,0.331852237,0.018496525
10,2022,"LIRO",591.582245245,1.255735063,1025.78972895,57.165486245,0.1880832755,0.008059249
1,2023,"LIRO",38.16641449,0.098163801,1092.682723,76.21324095,0.224920524,0.012410549
2,2023,"LIRO",11.48420879,0.030336976,1507.067963,108.3914676,0.20076894,0.011450361
3,2023,"LIRO",451.6839609,1.183503845,3645.793642,261.8240044,0.115070679,0.006579263
7,2023,"LIRO",1060.131546,1.684054267,1174.514511,44.63214106,1.704066848,0.047513555
10,2023,"LIRO",443.4596661,0.935463416,1447.627051,78.66800132,0.491337868,0.020481826
11,2023,"LIRO",27.25455401,0.063586667,1027.096492,63.23231684,0.186366216,0.008928969
1,2024,"LIRO",41.15327275,0.104104445,1278.333301,86.94891546,0.253016597,0.013544655
2,2024,"LIRO",25.18136675,0.061841878,1662.8367,109.5864036,0.253966424,0.013157439
4,2024,"LIRO",109.2689129,0.259500693,746.5989209,47.05898924,0.209179495,0.010296464
10,2024,"LIRO",310.0329469,0.613698769,1126.522884,56.46076512,0.267214781,0.010167369
11,2024,"LIRO",172.1540341,0.385765272,1116.724855,65.69513631,0.231950458,0.010586605
2,2025,"LIRO",46.8910342,0.125442516,649.6288581,47.63241776,0.34267298,0.020003793
3,2025,"LIRO",46.8669654,0.115083622,1536.922613,100.8799746,0.285099576,0.014676384
4,2025,"LIRO",180.0180093,0.413868945,1364.356703,82.77051952,0.436263893,0.020596968
11,2017,"MART",4.895,0.011,1220,71.3,0.69,0.031
12,2017,"MART",1.13333333333333,0.00266666666666667,947,57.6,0.605666666666667,0.029
1,2018,"MART",1.625,0.004,964.5,58.85,0.5965,0.0285
2,2018,"MART",2.11,0.005,834.666666666667,51.1,0.650666666666667,0.0313333333333333
3,2018,"MART",2.58666666666667,0.00633333333333333,700.333333333333,43.7666666666667,0.451,0.022
4,2018,"MART",1.09,0.00266666666666667,703,41.5333333333333,0.479,0.022
5,2018,"MART",0.975,0.002,1492,77.9,0.755,0.0305
6,2018,"MART",1.93,0.004,721,37.05,0.855,0.0325
7,2018,"MART",3.57,0.007,973,45.4,0.387,0.014
8,2018,"MART",8.77,0.015,503,21.8,0.483,0.016
9,2018,"MART",5.045,0.0095,1144.5,56.5,0.4285,0.0165
10,2018,"MART",3.09,0.006,1105,56.3,0.505,0.02
11,2018,"MART",2.27333333333333,0.005,892.333333333333,49.4,0.304666666666667,0.013
12,2018,"MART",2.23,0.005,916.333333333333,54.6,0.240333333333333,0.011
1,2019,"MART",0.743333333333333,0.002,662.666666666667,41.1666666666667,0.302,0.0146666666666667
2,2019,"MART",1.32,0.00333333333333333,1134.66666666667,75.7333333333333,0.333,0.0176666666666667
3,2019,"MART",2.39,0.006,1003,66,0.619,0.032
4,2019,"MART",3.1825,0.00725,654.5,38.5,0.31975,0.01475
5,2019,"MART",1.885,0.004,825.5,44.9,0.275,0.0115
6,2019,"MART",2.47333333333333,0.005,728.333333333333,36.3,0.393333333333333,0.0146666666666667
7,2019,"MART",1.25,0.002,746,36.6,0.348,0.013
8,2019,"MART",5.28,0.01,995,46.7,0.522,0.019
9,2019,"MART",5.23,0.01,1026,49.3,0.669,0.024
10,2019,"MART",0.985,0.0025,904,53.5,0.4115,0.019
11,2019,"MART",0.995,0.002,1023.5,59.3,0.376,0.0165
12,2019,"MART",7.26,0.0166666666666667,3280.33333333333,198.666666666667,0.368666666666667,0.018
1,2020,"MART",2.77,0.00633333333333333,1175.33333333333,71.7666666666667,0.403666666666667,0.0196666666666667
2,2020,"MART",0.865,0.002,1069.5,65.45,0.3335,0.0165
3,2020,"MART",1.76,0.004,1551.33333333333,96.7,2.99666666666667,0.147666666666667
7,2020,"MART",16.1,0.03,2756,128.85,3.098,0.1095
8,2020,"MART",5.325,0.01,1923.5,89.5,0.932,0.033
9,2020,"MART",5.5631581265,0.0103077115,2200.6508175,105.25073766,1.3264679595,0.04813565
10,2020,"MART",1.594870692,0.003376119,1575.26731766667,84.2229583833333,1.25621228066667,0.051178504
11,2020,"MART",3.566014042,0.007642617,1351.48826966667,76.6031935133333,1.03086491033333,0.0446924106666667
12,2020,"MART",3.44396230025,0.007822243,929.281699625,56.071644755,0.69088804475,0.0325701795
1,2021,"MART",3.31776508666667,0.00775933966666667,952.5824657,59.4296218233333,0.433877547,0.021199069
2,2021,"MART",3.338898484,0.0077708465,831.04200865,51.595278565,0.2990348365,0.014529221
3,2021,"MART",1.62770744333333,0.00380744533333333,840.318957433333,52.31710493,0.362731459666667,0.0177389896666667
4,2021,"MART",1.722360831,0.0039465665,825.0719189,49.42219626,0.4400820865,0.0205926495
5,2021,"MART",2.4456792675,0.0050311825,956.8000652,50.92268885,0.344787358,0.0141003715
6,2021,"MART",2.465488127,0.0050748535,1269.149226,59.376886375,0.70037096,0.0247831245
7,2021,"MART",1.273012935,0.002229834,1154.509514,49.89377397,0.904859654,0.029229494
8,2021,"MART",4.82328472,0.008800821,1315.958095,59.88251664,0.965673494,0.033058312
9,2021,"MART",2.944243312,0.0054945405,1540.6804815,73.1071617,0.50061134,0.017890978
10,2021,"MART",3.687620218,0.007645456,954.05887075,51.35951373,0.4127609175,0.01691904
11,2021,"MART",2.17775131733333,0.00489882033333333,974.513863733333,56.2777089833333,0.360629992333333,0.016191645
12,2021,"MART",1.564417206,0.003553292,888.0527917,53.15717249,0.243616898,0.01133974
1,2022,"MART",1.4719529935,0.0034455605,808.7000014,50.478946775,0.2891551125,0.01414432
2,2022,"MART",0.574773803666667,0.00206414133333333,765.3050963,48.5866539233333,0.282752572,0.0140405343333333
3,2022,"MART",2.0026406605,0.004610962,832.26206785,50.734412305,0.211537238,0.010058883
4,2022,"MART",0.489665452333333,0.00182423166666667,803.92752,50.1184663633333,0.282661205666667,0.0137607836666667
5,2022,"MART",0.967780266333333,0.00237939366666667,798.201821466667,44.7470225266667,0.408062027,0.0177523223333333
8,2022,"MART",0.01,0.001,1068.917518,48.58241241,0.372776879,0.012750666
9,2022,"MART",4.234777249,0.007884124,885.1736219,41.2724625,0.681809296,0.023976513
10,2022,"MART",2.737333074,0.005366739,908.7039314,45.30312305,0.889244874,0.033743225
11,2022,"MART",2.68315251925,0.00603270975,824.93188355,49.3118508625,0.2816329805,0.012898807
12,2022,"MART",0.295807674,0.001,531.6669006,32.92275641,0.210606233,0.010192433
1,2023,"MART",0.685266111333333,0.00190617433333333,726.978121366667,45.4679227,0.5268851,0.0254771443333333
2,2023,"MART",0.7135512285,0.001696297,727.15428935,45.644980575,0.2426238555,0.0119304925
3,2023,"MART",1.21381082533333,0.00322939033333333,725.299901766667,46.3558487733333,0.283874906333333,0.014225024
4,2023,"MART",0.5193827875,0.0017101845,632.5002543,39.80604439,0.257061455,0.012679182
5,2023,"MART",1.0903865735,0.002451682,708.6201793,38.46953689,0.2614917755,0.0109848285
6,2023,"MART",2.2684122385,0.0044680045,737.2729081,37.130874415,0.0572940245,0.0021884625
7,2023,"MART",3.817769592,0.00719353,859.5010196,40.73127598,0.538887037,0.019309663
8,2023,"MART",4.792201707,0.008737246,881.4190758,40.1015086,0.249106664,0.008529285
9,2023,"MART",4.792124496,0.009244302,1021.4865199,49.36450839,0.513151699,0.0189691005
10,2023,"MART",0.01,0.001,801.7909597,41.99817018,0.932411542,0.037408884
11,2023,"MART",4.51243542575,0.00996325,953.535184925,55.1890621125,0.454577224,0.020577665
12,2023,"MART",0.01,0.001,1022.216714,59.51872909,0.573323322,0.025918923
1,2024,"MART",2.098476137,0.00517756933333333,615.3622753,38.7278354566667,0.408025224333333,0.020201887
2,2024,"MART",4.937960304,0.011600776,641.1526813,40.15870169,0.839555691,0.04117757
3,2024,"MART",0.584378576,0.0015229505,610.93744825,37.515807025,0.2652899375,0.012714552
4,2024,"MART",158.690347062333,0.358522687666667,855.943869566667,50.8412292533333,0.283680160666667,0.0131041033333333
5,2024,"MART",0.01,0.001,685.2987403,40.39498945,0.236704032,0.01085407
6,2024,"MART",2.9240051485,0.006127678,928.74117715,50.266819185,0.263443164,0.0109833115
7,2024,"MART",0.01,0.001,1055.252936,50.43967244,0.255175107,0.009235974
8,2024,"MART",3.055038727,0.005702224,1137.972859,53.38820176,0.250832678,0.008894771
9,2024,"MART",7.0046847405,0.013241013,940.1665335,44.791404685,0.333464924,0.0120331045
10,2024,"MART",3.522085734,0.00718916,983.88744365,51.375835995,0.312825501,0.012587185
11,2024,"MART",3.0555995595,0.0067741775,923.8267693,53.71741567,0.2931195215,0.013131017
12,2024,"MART",3.00052004866667,0.006926534,844.2713698,51.71535609,0.217785680333333,0.0104315113333333
1,2025,"MART",0.999769257,0.002639736,789.738118966667,48.5827206233333,0.348045452666667,0.016768693
2,2025,"MART",2.775347762,0.00676642,678.4738977,44.38931196,0.257374431,0.013237277
3,2025,"MART",8.266162583,0.01910098,766.799191,47.14857484,0.411463259,0.019788135
4,2025,"MART",1.98748579066667,0.004503369,852.854650033333,50.4012385966667,0.286524208,0.013207352
5,2025,"MART",0.276804752,0.001,885.307696,48.75414634,1.710323168,0.072577313
3,2015,"MAYF",322.67,0.575,2238,99.7,0.454,0.015
5,2016,"MAYF",345.53,0.571,3042,123.3,0.667,0.02
6,2016,"MAYF",569.05,0.8915,4148.5,157.2,0.5315,0.015
7,2016,"MAYF",750.29,1.116,4656,165.2,0.43,0.011
8,2016,"MAYF",771.99,1.146,4471,157.8,1.187,0.031
9,2016,"MAYF",861.62,1.2825,3672.5,130,1.5,0.039
10,2016,"MAYF",602.75,1.02266666666667,2722,112.766666666667,2.79366666666667,0.0856666666666667
11,2016,"MAYF",603.8,1.105,3159.66666666667,145.366666666667,2.39433333333333,0.0843333333333333
12,2016,"MAYF",426.495,0.8415,2947,147.05,0.528,0.021
1,2017,"MAYF",401.525,0.8575,2279.5,121.95,0.7695,0.032
2,2017,"MAYF",289.866666666667,0.554333333333333,3132,151.533333333333,0.871333333333333,0.032
3,2017,"MAYF",324.435,0.5875,3332,151.35,1.153,0.04
4,2017,"MAYF",428.715,0.715,3858,157.65,0.8335,0.0255
5,2017,"MAYF",493.156666666667,0.831333333333333,3388.66666666667,140.7,1.19166666666667,0.0366666666666667
6,2017,"MAYF",482.54,0.748,3096,115.4,0.787,0.022
7,2017,"MAYF",584.85,0.869,4777,169.2,1.096,0.0285
8,2017,"MAYF",511.45,0.7485,2719.5,94.55,0.5235,0.0135
9,2017,"MAYF",595.78,0.9695,2647.5,105.6,0.6635,0.0195
10,2017,"MAYF",601.775,0.97325,3137.25,122.875,0.66425,0.0195
11,2017,"MAYF",587.4,1.121,3169,154.1,0.822,0.031
12,2017,"MAYF",446.66,0.951,2199,122.6,0.55,0.024
1,2018,"MAYF",416.33,1.027,2018,135.9,0.396,0.021
2,2018,"MAYF",279.5275,0.52875,2468,118.575,0.6525,0.02425
3,2018,"MAYF",305.876666666667,0.575,2063.33333333333,98.4,0.398333333333333,0.0146666666666667
4,2018,"MAYF",291.42,0.546,1707,80.7,0.2455,0.0085
5,2018,"MAYF",329.66,0.5525,1925,80.3,0.6535,0.0205
6,2018,"MAYF",602.985,0.9345,3250,121.8,1.757,0.049
7,2018,"MAYF",774.975,1.128,4794.5,165.4,2.0285,0.051
8,2018,"MAYF",780.915,1.157,5664.5,200.15,3.6055,0.094
9,2018,"MAYF",835.68,1.217,4868,168.2,1.037,0.026
10,2018,"MAYF",916.075,1.39,5862.5,213.3,1.2655,0.034
11,2018,"MAYF",691.73,1.2425,5310,237.85,1.6185,0.056
12,2018,"MAYF",399.94,0.815,2445,129.2,0.6595,0.0275
1,2019,"MAYF",197.903333333333,0.425,1784.33333333333,94.3666666666667,0.771333333333333,0.03
2,2019,"MAYF",257.056666666667,0.485666666666667,1846.66666666667,88.5333333333333,0.561666666666667,0.0203333333333333
3,2019,"MAYF",306.925,0.629,1353,71.75,0.5725,0.0235
4,2019,"MAYF",348.595,0.625,1865.75,83.325,0.477,0.0165
5,2019,"MAYF",388.34,0.625,2245,87.9,0.649,0.019
6,2019,"MAYF",458.975,0.7145,3101.5,116.25,0.4755,0.013
7,2019,"MAYF",543.835,0.8055,4536,160.05,0.958,0.025
8,2019,"MAYF",640.645,0.9615,5418,193.9,1.531,0.04
9,2019,"MAYF",614.66,0.931,5000,181.4,1.347,0.036
10,2019,"MAYF",673.68,1.048,4659,173.5,1.3605,0.038
11,2019,"MAYF",571.9,1.1735,2606,136.35,0.6235,0.0255
12,2019,"MAYF",485.78,1.0325,1924,107.1,0.3605,0.0155
1,2020,"MAYF",296.745,0.614,1314,69.8,0.277,0.011
2,2020,"MAYF",248.566666666667,0.459333333333333,1753.66666666667,81.1666666666667,0.63,0.0223333333333333
3,2020,"MAYF",277.156666666667,0.49,2268.66666666667,100.5,0.431333333333333,0.0146666666666667
7,2020,"MAYF",550.145,0.813,4038.5,142,1.2585,0.0325
8,2020,"MAYF",602.905,0.889,4241.5,148.8,0.8645,0.022
9,2020,"MAYF",570.38,0.8585,4046.5,144.9,0.717,0.019
10,2020,"MAYF",430.1591784,0.737111828,2447.038729,103.7636327,0.17372389,0.005516069
11,2020,"MAYF",555.9623641,1.081086755,2066.163756,103.0522304,0.821881436,0.031362747
12,2020,"MAYF",525.72979035,1.097327881,1865.8351915,101.494699705,0.730815489,0.030723597
1,2021,"MAYF",358.5326646,0.769595998,2289.513848,128.9382823,1.165600375,0.050909258
2,2021,"MAYF",250.282658666667,0.530811614333333,1563.20937633333,86.4467469733333,0.654273447666667,0.0284317303333333
3,2021,"MAYF",355.6835931,0.601885232,2138.190509,89.21702066,0.274095101,0.008545534
4,2021,"MAYF",328.4726564,0.5944913865,1915.4219555,86.997449195,0.740141609,0.0253819655
5,2021,"MAYF",205.35531273,0.341002465,1872.528588,74.86232675,0.3497891295,0.010267241
6,2021,"MAYF",230.405362108,0.361824704,2457.344131,95.044692145,0.451380015,0.013063517
7,2021,"MAYF",405.34141135,0.617087557,2502.618391,91.50891731,0.8761487015,0.023561947
8,2021,"MAYF",593.3767497,0.8861353265,2913.8395555,103.77500709,0.8444826875,0.0221490335
9,2021,"MAYF",444.0728583,0.670941164,4634.826614,167.420332,0.320865257,0.008501388
10,2021,"MAYF",539.76687495,0.8578953505,2422.595604,93.326183625,0.431000085,0.0122247715
11,2021,"MAYF",512.76628905,0.962513388,2123.9815975,101.15831606,0.2776338345,0.010055427
12,2021,"MAYF",406.4965507,0.797067947,3027.540828,153.6358619,0.619843105,0.023808281
1,2022,"MAYF",314.6583855,0.63685879,1714.701688,89.03485333,0.3220186145,0.0130184435
2,2022,"MAYF",272.539596833333,0.526938036333333,2013.98427466667,98.13358422,0.299073537,0.0114182
3,2022,"MAYF",278.834481975,0.516076889,1730.13001075,79.8274158125,0.3066248735,0.01089579075
4,2022,"MAYF",332.6091329,0.604830456,1896.712991,86.011218055,0.287570437,0.009918054
5,2022,"MAYF",431.921011566667,0.691678795333333,2276.89083166667,88.7413477633333,0.406922537333333,0.0116993096666667
6,2022,"MAYF",517.7871813,0.77247369,2716.733272,96.67886381,0.335911541,0.008756015
7,2022,"MAYF",660.1511651,0.954669659,2643.3691265,90.44558369,0.318301758,0.007933988
8,2022,"MAYF",651.2426166,0.958263981,2464.768993,86.26487873,0.250297628,0.006405744
9,2022,"MAYF",653.0738727,0.9864537045,3026.966944,109.30345895,0.4448231225,0.011709366
10,2022,"MAYF",490.45581225,0.8768312415,2278.4093565,101.90229867,0.45468313,0.0152374815
11,2022,"MAYF",534.04882915,1.002947114,2226.8603985,107.004514735,0.3905922095,0.014212803
12,2022,"MAYF",474.6557518,0.8495375375,2251.5945465,101.10637396,0.377735658,0.0128457575
1,2023,"MAYF",358.428698,0.6727875805,2229.6765225,105.223998705,0.3024894595,0.0108292225
2,2023,"MAYF",256.492617733333,0.507379427333333,1903.97377033333,96.5484083333333,0.246111672,0.00954358033333333
3,2023,"MAYF",601.086475666667,1.0948262,6179.951091,284.504838133333,0.216384755,0.007548633
4,2023,"MAYF",394.3538867,0.693861428,1964.81794466667,85.8184944,0.246372343,0.00811623766666667
5,2023,"MAYF",461.9414456,0.7873397375,2123.2646585,89.28106664,0.2238128755,0.0070905395
6,2023,"MAYF",599.9943563,0.9293180635,2817.905144,105.03504894,0.196831375,0.005410223
7,2023,"MAYF",604.1052233,0.9018508565,2846.902463,101.394408625,0.2363753645,0.0061680245
8,2023,"MAYF",746.03628075,1.1175493995,2938.8344385,104.97054135,0.520155894,0.0137367575
9,2023,"MAYF",701.0197237,1.033739725,2667.937446,93.63086997,0.222945665,0.005723289
10,2023,"MAYF",631.5016335,1.0982549315,2709.3946445,116.62811135,0.1500554155,0.0058131445
12,2023,"MAYF",377.6915723,0.805779405,1990.492156,111.8423566,0.991530829,0.04330699
1,2024,"MAYF",348.31648915,0.7143144035,1618.3364885,86.38782137,0.370883871,0.015177591
2,2024,"MAYF",302.3934687,0.6189722585,1639.9346235,87.08448961,0.2729258015,0.0111780735
3,2024,"MAYF",268.609516866667,0.502536225666667,1587.94196566667,75.6684208433333,0.293743173666667,0.0106975826666667
4,2024,"MAYF",337.1579141,0.587129061,1882.74121,81.66706459,0.145457011,0.004743189
5,2024,"MAYF",536.35355845,0.8530676995,2492.2827705,96.12933969,0.2325055885,0.006655031
6,2024,"MAYF",680.9484222,1.089673619,2532.650826,98.70489269,0.216407751,0.006255336
7,2024,"MAYF",800.9514213,1.143482789,2936.366861,99.20501925,0.258173214,0.006358581
8,2024,"MAYF",974.7483542,1.438803527,3998.17358,140.8544597,0.235754248,0.006085752
9,2024,"MAYF",794.62100695,1.2117371175,3235.694204,118.9365372,0.315685226,0.008546367
10,2024,"MAYF",748.79537185,1.209392171,2949.9488655,116.29036265,0.2837429075,0.0083109095
11,2024,"MAYF",750.5558353,1.193393653,2604.690201,100.7466233,0.254715624,0.007301969
12,2024,"MAYF",554.85076465,1.1166774645,2305.1496555,119.4853927,0.33770161,0.013497652
1,2025,"MAYF",431.9600275,0.958300652,1774.1319065,104.925226,0.321467034,0.014846014
2,2025,"MAYF",351.323683866667,0.662649889666667,1984.38252866667,94.8930164233333,0.259946062333333,0.00960187066666667
3,2025,"MAYF",309.3116356,0.612804833,1976.60964433333,100.208811853333,0.427736564333333,0.0166640156666667
4,2025,"MAYF",401.9714217,0.6638552775,2634.8514575,107.67298515,1.6796801865,0.0549262
5,2025,"MAYF",440.2542743,0.774457478,2235.251741,98.17942211,5.326812707,0.176143749
12,2016,"MCDI",15.12,0.036,1011,64.6,0.671,0.034
2,2017,"MCDI",23.32,0.053,2372,142.4,0.562,0.026
3,2017,"MCDI",35.715,0.0745,3274.5,173.95,1.002,0.042
4,2017,"MCDI",22.4933333333333,0.0426666666666667,1847.33333333333,91.5666666666667,0.675,0.0253333333333333
5,2017,"MCDI",55.796,0.0992,3086.4,136.5,0.7204,0.0242
6,2017,"MCDI",84.3525,0.14075,3463.5,140.9,0.97475,0.0295
7,2017,"MCDI",79.46,0.126,4421,168.5,1.077,0.03
8,2017,"MCDI",48.67,0.0805,4760.5,191.4,1.1325,0.034
9,2017,"MCDI",98.92,0.172,8560,365.9,1.194,0.038
10,2017,"MCDI",139.845,0.263,6537.5,314,0.564,0.021
11,2017,"MCDI",160.78,0.33,7859,414.6,0.001,0
12,2017,"MCDI",38.83,0.087,3631,213.6,0.615,0.028
1,2018,"MCDI",65.36,0.153,4813,300.2,0.684,0.033
2,2018,"MCDI",10.94,0.026,424,27.1,0.448,0.023
3,2018,"MCDI",78.38,0.172,4617.66666666667,264.866666666667,0.701666666666667,0.031
4,2018,"MCDI",116.7525,0.24675,7125,388.45,0.96525,0.04025
5,2018,"MCDI",665.7,1.167,17738.25,764.9,1.647,0.053
6,2018,"MCDI",1791.7775,2.98375,20669.25,846.2,1.44175,0.0435
7,2018,"MCDI",1721.89,2.67,13796,510.9,0.664,0.018
8,2018,"MCDI",1425.49,2.1955,9522.5,350.1,0.637,0.017
9,2018,"MCDI",86.6,0.147,3650,151.5,0.818,0.025
10,2018,"MCDI",24.58,0.046,2117,99.2,0.57,0.02
11,2018,"MCDI",35.78,0.081,1219,73.7,0.319,0.015
12,2018,"MCDI",14.3,0.032,1402,83.4,0.317,0.015
1,2019,"MCDI",16.27,0.036,1407,80.8,0.501,0.022
2,2019,"MCDI",15.16,0.036,865,54.5,0.333,0.016
3,2019,"MCDI",19.1733333333333,0.0413333333333333,1549,87.5333333333333,0.635,0.0286666666666667
4,2019,"MCDI",43.7633333333333,0.0856666666666667,1660.66666666667,83.1,0.505666666666667,0.0193333333333333
5,2019,"MCDI",32.582,0.061,2466,114.12,0.6482,0.0228
6,2019,"MCDI",29.74,0.051,3820.66666666667,161.633333333333,0.971666666666667,0.0306666666666667
7,2019,"MCDI",40.72,0.0663333333333333,4617.33333333333,182.066666666667,1.30966666666667,0.0383333333333333
8,2019,"MCDI",61.26,0.0975,6663,254.3,1.1785,0.033
9,2019,"MCDI",48.88,0.08,4163,166.2,1.513,0.045
10,2019,"MCDI",41.635,0.085,2463,128.6,0.7155,0.0275
11,2019,"MCDI",42.71,0.099,1750,108.3,0.504,0.024
12,2019,"MCDI",37.75,0.089,1747,109.9,0.443,0.022
1,2020,"MCDI",10.26,0.023,2634,157.8,0.334,0.016
2,2020,"MCDI",17.06,0.038,1170,69.1,0.336,0.015
3,2020,"MCDI",20.285,0.0425,1521.5,82.7,0.626,0.026
6,2020,"MCDI",146.32,0.237,4489,175.466666666667,1.325,0.0383333333333333
7,2020,"MCDI",271.695,0.4305,7200,274.4,1.872,0.053
8,2020,"MCDI",39.38,0.0625,4103,156.8,1.853,0.0525
9,2020,"MCDI",25.01773452,0.042218243,6531.337863,270.6494053,1.291744496,0.039896882
10,2020,"MCDI",132.5331061,0.239686458,10213.73631,459.8321462,1.846634837,0.062476805
11,2020,"MCDI",60.65738034,0.120024668,5683.147767,287.7244624,0.958863734,0.037086092
12,2020,"MCDI",37.64458813,0.085530066,3994.240562,240.8595172,0.630247115,0.029679339
1,2021,"MCDI",28.94659565,0.067504044,4067.030122,253.5221813,0.799928179,0.039107414
2,2021,"MCDI",36.65002523,0.085554668,5522.331024,344.5864101,1.139951366,0.055786814
3,2021,"MCDI",31.50581493,0.064742642,2936.552839,155.6497184,0.72997392,0.029702302
4,2021,"MCDI",35.06849544,0.068226185,1744.4336229,86.1312568233333,0.640439117333333,0.0244589963333333
5,2021,"MCDI",46.3835982633333,0.086745387,2274.49890666667,104.873168533333,1.04998624566667,0.0358144876666667
6,2021,"MCDI",27.600088825,0.0474727625,2351.880832,99.542048185,1.3975396125,0.0441366685
7,2021,"MCDI",53.256577755,0.086352396,6710.5088475,268.97938905,1.5715904755,0.0467513475
8,2021,"MCDI",316.775804,0.523914086,15042.12786,605.8965687,2.68923171,0.080340011
9,2021,"MCDI",494.4024882,0.827068471,14649.82586,600.7278872,2.261767157,0.069054135
10,2021,"MCDI",258.4188555,0.459707053,7790.717596,344.801896,1.057456393,0.035157788
11,2021,"MCDI",43.46898139,0.098366714,5257.58981,313.9469498,0.869019244,0.040383619
1,2022,"MCDI",71.72842408,0.16138258,6389.23599,380.54759,0.893707782,0.041504784
2,2022,"MCDI",46.51231802,0.104588718,4043.69834,240.8627544,0.685886432,0.031867889
3,2022,"MCDI",37.54841609,0.0828678776666667,3633.362537,210.202128136667,0.556737382,0.0246623743333333
4,2022,"MCDI",48.8166788,0.095851051,3650.066158,182.0199056,0.499307184,0.018937621
5,2022,"MCDI",102.476510673333,0.185499966,3893.44550466667,178.975004166667,0.585694698333333,0.0203927263333333
6,2022,"MCDI",60.89005614,0.0979249603333333,2221.926395,88.78846166,0.454584571666667,0.013490435
7,2022,"MCDI",111.88858405,0.174685952,2658.5387655,99.15105125,0.778060681,0.021275581
